variant	canonical	note	source
controlado	kontrolado	original dictionary spelling	merged from candidate lexicon
controversia	kontroversia	original dictionary spelling	merged from candidate lexicon
conu	konu	original dictionary spelling	merged from candidate lexicon
convención	konvension	original dictionary spelling	merged from candidate lexicon
conveniencia	konveniensia	original dictionary spelling	merged from candidate lexicon
convento	konvento	original dictionary spelling	merged from candidate lexicon
conversion	konversion	original dictionary spelling	merged from candidate lexicon
converte	konverte	original dictionary spelling	merged from candidate lexicon
convicción	konvicsion	original dictionary spelling	merged from candidate lexicon
convince	konvinse	original dictionary spelling	merged from candidate lexicon
convinced	konvinsed	original dictionary spelling	merged from candidate lexicon
cooperación	kooperasion	original dictionary spelling	merged from candidate lexicon
cooperativa	kooperativa	original dictionary spelling	merged from candidate lexicon
coordinación	koordinasion	original dictionary spelling	merged from candidate lexicon
copa	kopa	original dictionary spelling	merged from candidate lexicon
copas	kopas	original dictionary spelling	merged from candidate lexicon
copia	kopia	original dictionary spelling	merged from candidate lexicon
copla	kopla	original dictionary spelling	merged from candidate lexicon
copo	kopo	original dictionary spelling	merged from candidate lexicon
corales	korales	original dictionary spelling	merged from candidate lexicon
correccional	korrecsional	original dictionary spelling	merged from candidate lexicon
corrección	korrecsion	original dictionary spelling	merged from candidate lexicon
correo	korreo	original dictionary spelling	merged from candidate lexicon
corrida	korrida	original dictionary spelling	merged from candidate lexicon
corrido	korrido	original dictionary spelling	merged from candidate lexicon
corriente	korriente	original dictionary spelling	merged from candidate lexicon
corsunada	korsunada	original dictionary spelling	merged from candidate lexicon
cortapluma	kortapluma	original dictionary spelling	merged from candidate lexicon
cortavista	kortavista	original dictionary spelling	merged from candidate lexicon
corte	korte	original dictionary spelling	merged from candidate lexicon
cortesiya	kortesiya	original dictionary spelling	merged from candidate lexicon
corteza	korteza	original dictionary spelling	merged from candidate lexicon
cortina	kortina	original dictionary spelling	merged from candidate lexicon
corto	korto	original dictionary spelling	merged from candidate lexicon
cosiang	kosiang	original dictionary spelling	merged from candidate lexicon
cosmética	kosmetika	original dictionary spelling	merged from candidate lexicon
costa	kosta	original dictionary spelling	merged from candidate lexicon
costado	kostado	original dictionary spelling	merged from candidate lexicon
costas	kostas	original dictionary spelling	merged from candidate lexicon
costilian	kostilian	original dictionary spelling	merged from candidate lexicon
costilias	kostilias	original dictionary spelling	merged from candidate lexicon
costumbre	kostumbre	original dictionary spelling	merged from candidate lexicon
costura	kostura	original dictionary spelling	merged from candidate lexicon
cotablan	kotablan	original dictionary spelling	merged from candidate lexicon
cote	kote	original dictionary spelling	merged from candidate lexicon
coteho	koteho	original dictionary spelling	merged from candidate lexicon
coto	koto	original dictionary spelling	merged from candidate lexicon
cotung	kotung	original dictionary spelling	merged from candidate lexicon
coya	koya	original dictionary spelling	merged from candidate lexicon
credencial	credensial	original dictionary spelling	merged from candidate lexicon
cremación	cremasion	original dictionary spelling	merged from candidate lexicon
criticismo	critisismo	original dictionary spelling	merged from candidate lexicon
critico	critiko	original dictionary spelling	merged from candidate lexicon
crucifiho	crusifiho	original dictionary spelling	merged from candidate lexicon
crucifixion	crusifixion	original dictionary spelling	merged from candidate lexicon
cruz	kurus	original dictionary spelling	merged from candidate lexicon
crédito	credito	original dictionary spelling	merged from candidate lexicon
cu	ku	original dictionary spelling	merged from candidate lexicon
cua	kua	original dictionary spelling	merged from candidate lexicon
cuacu	kuaku	original dictionary spelling	merged from candidate lexicon
cuadra	kuadra	original dictionary spelling	merged from candidate lexicon
cuadro	kuadro	original dictionary spelling	merged from candidate lexicon
cuaho	kuaho	original dictionary spelling	merged from candidate lexicon
cuaki	kuaki	original dictionary spelling	merged from candidate lexicon
cuala	kuala	original dictionary spelling	merged from candidate lexicon
cualta	kualta	original dictionary spelling	merged from candidate lexicon
cuarenta	kuarenta	original dictionary spelling	merged from candidate lexicon
cuaresma	kuaresma	original dictionary spelling	merged from candidate lexicon
cuartel	kuartel	original dictionary spelling	merged from candidate lexicon
cuarto	kuarto	original dictionary spelling	merged from candidate lexicon
cuatro	kuatro	original dictionary spelling	merged from candidate lexicon
cuba	kuba	original dictionary spelling	merged from candidate lexicon
cubacub	kubakub	original dictionary spelling	merged from candidate lexicon
cubao	kubao	original dictionary spelling	merged from candidate lexicon
cubo	kubo	original dictionary spelling	merged from candidate lexicon
cubrecama	kubrekama	original dictionary spelling	merged from candidate lexicon
cubu	kubu	original dictionary spelling	merged from candidate lexicon
cubug	kubug	original dictionary spelling	merged from candidate lexicon
cubul	kubul	original dictionary spelling	merged from candidate lexicon
cubut	kubut	original dictionary spelling	merged from candidate lexicon
cubâ	kuba	original dictionary spelling	merged from candidate lexicon
cubó	kubo	original dictionary spelling	merged from candidate lexicon
cuchara	kuchara	original dictionary spelling	merged from candidate lexicon
cucharita	kucharita	original dictionary spelling	merged from candidate lexicon
cucharon	kucharon	original dictionary spelling	merged from candidate lexicon
cuchetes	kuchetes	original dictionary spelling	merged from candidate lexicon
cuchflio	kuchflio	original dictionary spelling	merged from candidate lexicon
cuchmta	kuchmta	original dictionary spelling	merged from candidate lexicon
cuchon	kuchon	original dictionary spelling	merged from candidate lexicon
cucu	kuku	original dictionary spelling	merged from candidate lexicon
cucuc	kukuc	original dictionary spelling	merged from candidate lexicon
cucul	kukul	original dictionary spelling	merged from candidate lexicon
cucung	kukung	original dictionary spelling	merged from candidate lexicon
cudcud	kudkud	original dictionary spelling	merged from candidate lexicon
cudcuran	kudkuran	original dictionary spelling	merged from candidate lexicon
cudiapi	kudiapi	original dictionary spelling	merged from candidate lexicon
cudta	kudta	original dictionary spelling	merged from candidate lexicon
cuenta	kuenta	original dictionary spelling	merged from candidate lexicon
cuentu	kuentu	original dictionary spelling	merged from candidate lexicon
cuhing	kuhing	original dictionary spelling	merged from candidate lexicon
cula	kula	original dictionary spelling	merged from candidate lexicon
culabe	kulabe	original dictionary spelling	merged from candidate lexicon
culabit	kulabit	original dictionary spelling	merged from candidate lexicon
culacling	kulacling	original dictionary spelling	merged from candidate lexicon
culagat	kulagat	original dictionary spelling	merged from candidate lexicon
culaing	kulaing	original dictionary spelling	merged from candidate lexicon
culait	kulait	original dictionary spelling	merged from candidate lexicon
